customer_id,age,gender,education,employment_type,employment_years,annual_income,loan_amount,debt_to_income_ratio,credit_score,num_previous_loans,missed_payments_last_2yr,defaulted
CUST_02045,41,female,BACHELOR,Salaried,5,27378.0,79843,0.6,787,3,11,1
CUST_01250,57,Female,PhD,self employed,12,87372.0,74830,0.7,361,5,6,1
CUST_02157,,female,masters,Unemployed,8,34348.0,81434,0.12,553,1,6,0
CUST_05218,68,,,,17,78112.0,81759,0.78,835,5,0,1
CUST_00059,61,male,Bachelor,self employed,,,52062,0.22,,8,10,1
CUST_07233,37,female,PhD,Salaried,27,64386.0,65703,0.51,339,0,3,1
CUST_01113,27,M,PhD,salaried,23,53429.0,13526,0.38,509,5,7,0
CUST_08455,61,M,BACHELOR,SELF-EMPLOYED,12,37995.0,74790,0.54,520,0,0,1
CUST_05705,43,male,Bachelor,salaried,28,56433.0,10156,0.35,745,6,14,0
CUST_08984,18,female,PhD,Salaried,7,64369.0,81033,0.47,550,4,4,0
CUST_01328,24,M,phd,Unemployed,14,69677.0,91333,0.82,498,3,7,1
CUST_02213,23,M,masters,self employed,10,15679.0,87979,0.13,713,9,11,1
CUST_06906,25,F,masters,salaried,28,82077.0,26021,0.82,341,3,2,1
CUST_05180,40,Male,phd,Unemployed,7,67711.0,17705,0.37,,0,13,0
CUST_08983,56,M,masters,Salaried,28,80326.0,71514,0.28,661,4,1,0
CUST_04281,52,,High School,,6,71359.0,70091,0.44,564,0,10,1
CUST_03263,23,F,Master,self employed,29,,33439,0.82,581,7,14,1
CUST_07082,,Female,,Unemployed,2,33498.0,47204,0.43,719,4,4,0
CUST_08734,19,,BACHELOR,,23,57238.0,70924,0.66,787,0,13,0
CUST_02986,69,female,,Salaried,6,26890.0,18376,0.57,418,2,9,1
CUST_01550,41,female,phd,,10,,22340,0.85,775,5,5,0
CUST_01009,56,,BACHELOR,,28,,73541,0.5,594,2,1,0
CUST_08978,18,M,phd,,9,75607.0,90176,0.26,506,5,9,0
CUST_09257,65,male,masters,Self-Employed,7,56939.0,70101,0.42,380,8,7,1
CUST_06194,52,Male,Bachelor,SELF-EMPLOYED,,38941.0,55307,0.55,637,1,1,0
CUST_01612,35,male,phd,self employed,23,29478.0,17281,0.68,606,4,3,0
CUST_04957,51,male,masters,Unemployed,14,,24562,0.79,739,1,7,0
CUST_08329,42,,PhD,salaried,16,50761.0,68451,0.13,,4,2,0
CUST_06508,63,M,PhD,Self-Employed,2,,98979,0.31,795,9,0,0
CUST_08776,27,female,Bachelor,self employed,2,53393.0,93915,0.76,745,8,5,1
CUST_07417,52,F,,salaried,10,,76020,0.41,492,2,4,1
CUST_00648,36,female,phd,Self-Employed,17,75841.0,26530,0.74,797,7,12,1
CUST_01195,59,,phd,salaried,15,32091.0,27791,0.78,780,9,10,1
CUST_09190,24,,masters,SELF-EMPLOYED,3,,43696,0.41,707,9,6,1
CUST_00879,68,Male,Bachelor,self employed,17,60332.0,69547,0.76,371,1,5,1
CUST_08775,21,F,Master,,14,72980.0,24883,0.49,561,3,6,1
CUST_05719,49,F,masters,Unemployed,24,36699.0,43921,0.42,519,7,14,1
CUST_06935,47,male,high school,Unemployed,,58415.0,46184,,710,8,12,1
CUST_03095,33,,phd,,1,64460.0,8417,0.84,802,1,7,1
CUST_04474,67,,masters,self employed,19,63206.0,25134,0.67,413,5,13,1
CUST_03133,51,Female,BACHELOR,SELF-EMPLOYED,17,76897.0,40281,0.65,732,6,2,0
CUST_00550,19,female,masters,Unemployed,7,52141.0,73512,0.3,618,1,14,0
CUST_08330,61,M,Bachelor,salaried,4,52602.0,8678,0.85,676,9,12,0
CUST_08171,,female,phd,self employed,1,93339.0,96646,0.72,501,1,4,1
CUST_05945,28,Male,Master,self employed,26,55617.0,37492,0.74,600,1,12,1
CUST_00883,55,,PhD,self employed,23,43623.0,90930,0.76,532,2,0,0
CUST_08739,34,M,PhD,Unemployed,8,56685.0,12840,0.22,764,4,9,0
CUST_04649,24,,high school,Salaried,11,74646.0,72165,,458,5,7,1
CUST_09044,28,male,PhD,Salaried,20,10000.0,25152,0.15,556,1,9,0
CUST_00211,49,M,High School,,18,84082.0,96374,,432,6,12,0
CUST_05761,35,Male,PhD,SELF-EMPLOYED,20,45835.0,89727,0.46,672,3,2,0
CUST_03680,,Female,PhD,SELF-EMPLOYED,29,68560.0,81232,0.66,409,9,0,1
CUST_03706,30,M,high school,self employed,9,36007.0,84426,0.68,350,5,5,1
CUST_03149,53,Male,BACHELOR,salaried,2,80039.0,93307,0.69,708,7,9,1
CUST_09193,50,male,High School,Salaried,16,39905.0,16226,0.83,576,0,6,0
CUST_09982,47,male,High School,Salaried,9,68443.0,21486,0.63,830,4,5,0
CUST_08725,59,male,Bachelor,Unemployed,14,73175.0,61663,0.75,744,6,7,0
CUST_01438,38,Male,,Salaried,22,74668.0,85266,0.68,380,7,2,1
CUST_00467,,male,,self employed,11,50680.0,50321,0.83,309,2,9,1
CUST_05653,32,female,PhD,Salaried,28,25730.0,30078,0.6,626,2,11,1
CUST_01915,67,F,masters,Self-Employed,22,81447.0,98758,0.63,557,2,8,1
CUST_03620,67,,Bachelor,Unemployed,17,87902.0,98276,0.14,829,0,2,0
CUST_04696,40,Male,masters,Unemployed,16,28359.0,39354,0.2,431,4,0,1
CUST_08742,58,,High School,Salaried,14,38173.0,57408,0.5,497,4,14,1
CUST_00696,62,M,phd,salaried,6,,66264,0.39,548,9,2,0
CUST_06685,34,female,masters,Unemployed,27,45041.0,17022,0.75,,3,8,0
CUST_08447,33,M,,Unemployed,0,58700.0,17137,0.3,441,0,2,0
CUST_08783,22,female,masters,salaried,10,39691.0,48013,0.76,447,2,2,0
CUST_09285,60,F,,SELF-EMPLOYED,15,60400.0,28691,0.19,,7,13,1
CUST_05662,59,,High School,Salaried,27,44653.0,77592,0.17,556,3,1,0
CUST_08404,69,M,Bachelor,salaried,22,73685.0,25926,0.62,396,2,5,0
CUST_01314,28,Male,Bachelor,Salaried,28,21383.0,99191,0.79,800,8,14,1
CUST_05549,38,,masters,salaried,23,70554.0,9418,,624,8,11,1
CUST_08417,63,male,masters,Unemployed,17,19954.0,23936,0.76,709,6,7,0
CUST_02926,,F,masters,SELF-EMPLOYED,11,82785.0,45591,0.35,619,8,0,0
CUST_03921,59,F,,SELF-EMPLOYED,14,62702.0,7208,0.3,721,5,14,0
CUST_07659,21,Male,high school,Unemployed,24,35509.0,43353,0.61,610,9,13,0
CUST_00914,30,female,masters,salaried,17,111965.0,78608,0.75,306,3,5,1
CUST_00012,41,F,masters,salaried,25,28715.0,64424,0.74,330,4,2,1
CUST_09638,41,female,PhD,Unemployed,12,60081.0,38264,0.82,498,9,1,0
CUST_06646,,,PhD,Self-Employed,8,,98550,0.38,387,8,14,1
CUST_01536,68,M,Bachelor,Self-Employed,18,59828.0,54781,0.19,492,6,5,0
CUST_00736,62,,Master,,6,57807.0,57287,0.77,409,0,12,1
CUST_01346,66,,PhD,Salaried,13,66586.0,50318,0.27,664,9,0,0
CUST_09649,40,male,PhD,Salaried,18,50320.0,53087,0.73,479,3,7,1
CUST_00453,69,M,high school,self employed,23,40040.0,69213,0.39,370,9,7,1
CUST_05522,20,female,phd,Salaried,24,41568.0,93873,,485,9,7,1
CUST_00927,21,Male,phd,,29,45386.0,85506,0.41,405,0,11,1
CUST_07745,45,Male,masters,Unemployed,8,43275.0,11374,0.66,697,6,11,1
CUST_08453,33,Male,high school,SELF-EMPLOYED,2,75310.0,22702,0.45,,5,10,0
CUST_03002,58,Female,high school,SELF-EMPLOYED,4,,21832,0.49,544,9,1,0
CUST_06695,22,male,Bachelor,,26,59370.0,53338,0.11,809,1,1,0
CUST_00037,68,F,masters,salaried,9,75854.0,43416,0.11,569,5,7,0
CUST_03909,63,F,Bachelor,,16,41521.0,82648,,611,6,0,0
CUST_07318,27,Female,PhD,salaried,9,56617.0,98103,,493,6,7,1
CUST_07879,57,Male,high school,,6,77235.0,90130,,424,3,9,0
CUST_01857,49,F,masters,Salaried,13,,29744,0.6,331,1,10,1
CUST_07966,41,Male,masters,Unemployed,13,18535.0,65019,0.46,468,0,5,0
CUST_00940,38,M,Master,self employed,28,27703.0,12943,0.16,,2,0,0
CUST_08235,59,M,masters,Unemployed,0,48772.0,64931,0.33,677,0,10,0
CUST_06058,63,Female,Master,self employed,4,27661.0,16598,0.33,795,3,1,0
CUST_08294,24,Female,phd,self employed,17,45994.0,60029,0.55,715,5,5,0
CUST_07739,38,female,PhD,salaried,15,49430.0,27594,0.87,350,1,1,1
CUST_07153,43,M,High School,self employed,11,35733.0,84098,0.26,530,0,12,1
CUST_09504,23,F,phd,SELF-EMPLOYED,1,33032.0,98392,0.2,537,4,12,1
CUST_09390,23,male,Master,SELF-EMPLOYED,7,-99999.0,87546,,485,5,14,1
CUST_00738,62,,masters,SELF-EMPLOYED,,43592.0,93060,0.55,570,5,3,0
CUST_00538,69,Female,Bachelor,salaried,24,50678.0,96240,0.48,723,0,10,0
CUST_09255,19,female,High School,Self-Employed,17,32694.0,24371,0.58,787,8,13,0
CUST_02335,42,F,Master,SELF-EMPLOYED,3,81103.0,86936,0.86,504,4,14,1
CUST_01400,24,Male,High School,salaried,21,68397.0,58749,,669,4,10,0
CUST_09587,41,Male,Master,Self-Employed,24,,23972,0.46,664,0,14,0
CUST_02481,48,F,masters,SELF-EMPLOYED,25,38894.0,33433,0.73,517,4,6,1
CUST_08102,29,Male,,,18,66290.0,99772,0.14,774,1,6,0
CUST_04565,54,F,Master,SELF-EMPLOYED,7,38946.0,19239,0.9,415,8,14,1
CUST_08332,43,Female,High School,self employed,3,38870.0,73879,0.67,,5,8,0
CUST_04883,58,,phd,,19,43965.0,81206,0.43,,6,8,1
CUST_05728,65,female,High School,salaried,12,45933.0,21347,0.21,510,9,2,1
CUST_02310,25,Female,,self employed,20,48362.0,39572,0.23,430,7,10,0
CUST_07962,63,M,PhD,Self-Employed,16,93144.0,77532,0.74,773,4,7,0
CUST_09570,53,M,phd,self employed,27,48123.0,38290,0.6,665,2,8,0
CUST_04414,45,,,Self-Employed,26,34803.0,52207,0.35,351,5,11,1
CUST_08101,18,M,PhD,self employed,22,65812.0,93760,,789,1,5,0
CUST_03487,52,F,masters,Self-Employed,25,54720.0,81518,0.66,584,1,10,1
CUST_02030,63,male,Bachelor,self employed,26,36269.0,80979,0.17,335,2,7,1
CUST_07304,35,,masters,Unemployed,15,58184.0,26836,0.41,558,3,3,0
CUST_04174,69,Male,PhD,self employed,10,46329.0,26116,0.28,681,6,3,0
CUST_05802,20,Female,phd,salaried,18,18455.0,70294,0.32,397,7,7,0
CUST_06524,50,male,high school,self employed,25,34587.0,69190,0.72,413,0,9,1
CUST_06875,59,male,,SELF-EMPLOYED,28,84566.0,81812,0.66,,6,12,0
CUST_07181,33,Male,PhD,Self-Employed,18,54384.0,97283,,612,7,14,1
CUST_06460,55,M,,Unemployed,26,40396.0,65302,0.23,837,4,13,1
CUST_05477,19,,high school,salaried,1,52449.0,19553,0.71,344,1,6,0
CUST_05375,45,female,Bachelor,Self-Employed,8,44755.0,82848,0.52,386,5,5,0
CUST_06282,37,M,Master,salaried,15,95379.0,24996,0.5,528,9,12,1
CUST_08186,63,Female,Bachelor,self employed,19,,34653,0.61,380,2,13,0
CUST_07990,43,,BACHELOR,,20,54633.0,78769,0.55,658,7,11,0
CUST_05438,39,male,Master,,7,55040.0,45241,0.58,335,1,1,0
CUST_04845,37,male,Master,salaried,10,,42302,0.68,845,9,0,0
CUST_01739,24,,High School,Self-Employed,9,53853.0,52165,0.52,731,4,4,0
CUST_05537,37,Female,PhD,salaried,22,50187.0,63612,0.49,,1,12,1
CUST_04740,39,female,phd,SELF-EMPLOYED,14,53643.0,13199,0.38,736,6,5,0
CUST_03519,18,Female,PhD,,24,73299.0,36036,,681,1,14,1
CUST_05226,56,Female,high school,SELF-EMPLOYED,,48462.0,23579,,789,8,13,1
CUST_07902,27,M,masters,self employed,9,,24699,0.86,673,2,4,1
CUST_05804,51,male,Master,Unemployed,,17235.0,5367,0.37,746,7,2,0
CUST_09541,36,F,PhD,Unemployed,29,43104.0,52351,0.61,626,7,11,1
CUST_04436,61,Female,PhD,SELF-EMPLOYED,20,40722.0,33633,,349,8,4,1
CUST_03023,46,female,BACHELOR,salaried,20,,7090,0.34,489,2,8,0
CUST_07423,24,M,high school,Unemployed,0,36381.0,37996,0.82,377,3,6,1
CUST_01563,60,F,BACHELOR,Self-Employed,20,32039.0,56955,0.86,801,0,3,0
CUST_08143,39,male,PhD,Salaried,29,71235.0,29014,,724,1,13,1
CUST_02183,62,male,Master,,3,31216.0,66549,0.21,566,5,4,0
CUST_06604,48,M,High School,Salaried,2,2344.0,17839,0.53,700,7,2,1
CUST_05831,30,,high school,,13,11535.0,36254,0.29,,4,14,1
CUST_06839,62,F,Bachelor,Salaried,4,29933.0,29265,0.65,770,5,8,1
CUST_06004,31,Female,Bachelor,Unemployed,15,33243.0,54993,0.41,668,7,13,0
CUST_06348,52,male,masters,SELF-EMPLOYED,1,56059.0,49552,0.17,784,3,6,0
CUST_07919,35,Female,Bachelor,salaried,28,29689.0,70027,0.56,369,1,14,1
CUST_09705,33,male,Bachelor,self employed,3,40479.0,67041,0.34,334,0,3,1
CUST_09415,39,Female,masters,salaried,15,32452.0,15071,0.62,830,1,12,1
CUST_05350,19,Male,masters,,23,32123.0,90739,0.83,785,6,3,0
CUST_02221,18,male,phd,,15,44044.0,84510,0.59,604,1,2,0
CUST_07320,,Male,Master,Unemployed,20,23805.0,37425,0.39,684,3,2,0
CUST_04464,67,female,masters,SELF-EMPLOYED,22,56617.0,56628,0.52,487,8,13,1
CUST_07905,35,Male,PhD,Self-Employed,10,9312.0,23061,,673,4,2,0
CUST_07897,38,,Master,Unemployed,18,48257.0,48935,0.81,540,6,7,0
CUST_07856,63,F,Bachelor,Self-Employed,,95481.0,97907,0.8,727,5,12,1
CUST_09355,26,Female,High School,salaried,21,44577.0,90096,,,8,12,1
CUST_00833,20,M,Master,Self-Employed,25,41484.0,46530,0.33,692,7,2,0
CUST_08272,43,F,Bachelor,salaried,5,16030.0,82745,,553,9,13,1
CUST_08045,39,,PhD,SELF-EMPLOYED,16,57462.0,17922,0.86,459,0,11,1
CUST_02291,56,Male,High School,Unemployed,19,62072.0,92542,,676,0,2,0
CUST_05204,61,F,BACHELOR,Salaried,25,30630.0,11487,0.52,644,9,2,0
CUST_03782,57,Female,Master,Unemployed,22,43502.0,43474,0.66,557,2,12,1
CUST_03207,27,,BACHELOR,Salaried,8,39580.0,48945,0.13,346,7,3,0
CUST_04708,56,M,phd,Unemployed,10,67532.0,69980,0.25,,7,13,1
CUST_09382,61,F,Bachelor,salaried,4,,79327,0.37,736,7,3,0
CUST_05556,55,M,,Salaried,11,,51887,0.24,384,0,3,0
CUST_02523,53,M,phd,Self-Employed,9,83312.0,24806,0.49,,6,6,1
CUST_09768,40,female,High School,,26,74926.0,92983,0.33,,3,8,1
CUST_02447,28,Female,,,21,,51989,0.51,590,3,8,0
CUST_07422,53,male,phd,Self-Employed,1,33226.0,53603,0.47,687,2,8,0
CUST_02513,41,female,High School,SELF-EMPLOYED,5,13284.0,74260,0.3,309,6,7,1
CUST_01197,32,F,masters,Self-Employed,16,76733.0,28115,0.43,448,7,4,1
CUST_09385,42,Male,High School,,1,67201.0,30187,0.15,804,9,2,0
CUST_04304,50,F,phd,Salaried,12,15815.0,64542,0.13,307,9,11,1
CUST_06558,55,Female,Bachelor,SELF-EMPLOYED,6,49609.0,69618,0.35,519,3,0,1
CUST_01429,31,,phd,SELF-EMPLOYED,3,,5605,0.18,786,1,12,1
CUST_06308,59,,,,15,,87996,0.31,812,5,0,0
CUST_06611,45,M,,Self-Employed,8,75958.0,36104,0.42,817,9,8,1
CUST_01153,52,male,masters,,23,51386.0,85490,0.26,338,9,14,1
CUST_02913,34,male,PhD,Unemployed,4,73871.0,73193,,376,8,12,0
CUST_04368,57,female,high school,,21,33869.0,79690,0.44,512,9,9,1
CUST_04513,58,,Bachelor,,20,64036.0,79713,0.76,,3,8,1
CUST_02870,58,M,High School,Salaried,29,66200.0,14168,0.61,759,4,3,1
CUST_08337,26,Female,BACHELOR,,16,22254.0,39010,0.83,419,9,7,1
CUST_00964,64,male,,Unemployed,27,108545.0,54926,0.4,842,5,11,1
CUST_04803,20,,Master,salaried,13,69838.0,28349,0.67,362,4,6,0
CUST_08296,45,F,phd,Salaried,19,38213.0,18886,0.12,366,8,12,0
CUST_03316,18,,BACHELOR,SELF-EMPLOYED,23,94129.0,81981,0.62,461,0,3,1
CUST_02150,24,,phd,SELF-EMPLOYED,17,60018.0,26882,0.56,719,5,13,1
CUST_01483,62,,Bachelor,self employed,8,,33337,0.34,725,5,11,1
CUST_07055,62,F,High School,salaried,21,38561.0,59018,0.4,380,1,14,1
CUST_03082,26,F,Master,Self-Employed,1,38816.0,44819,0.63,552,4,12,0
CUST_08023,30,Female,high school,salaried,9,14609.0,39833,0.86,439,6,10,1
CUST_01426,69,F,masters,self employed,19,48631.0,48315,0.3,744,0,13,0
CUST_05277,20,F,high school,Salaried,9,74241.0,38581,0.47,524,7,5,1
CUST_06830,28,M,BACHELOR,salaried,8,72815.0,58739,0.72,767,0,12,0
CUST_05770,52,male,masters,self employed,5,42248.0,90066,0.27,382,8,1,1
CUST_01057,26,male,Bachelor,SELF-EMPLOYED,13,94629.0,33022,0.84,539,9,0,1
CUST_04345,31,M,Master,Self-Employed,14,37459.0,14707,0.79,621,5,5,0
CUST_08291,67,Female,BACHELOR,Self-Employed,23,60180.0,98399,0.89,772,5,7,0
CUST_05235,64,,high school,SELF-EMPLOYED,2,58676.0,52178,0.85,706,2,4,0
CUST_08043,30,M,BACHELOR,Salaried,0,49234.0,93015,,324,6,6,0
CUST_04475,55,Female,High School,SELF-EMPLOYED,4,64950.0,74720,0.44,466,6,14,0
CUST_07095,60,,BACHELOR,,18,21783.0,71243,0.29,379,8,7,1
CUST_01544,66,M,phd,self employed,13,33712.0,13203,0.81,533,5,10,1
CUST_05424,55,F,BACHELOR,Salaried,,50293.0,80809,0.32,,7,8,0
CUST_06501,19,male,Bachelor,,27,21582.0,99906,0.12,659,7,3,0
CUST_08243,18,M,phd,,24,586.0,92885,,718,6,0,0
CUST_00724,58,,High School,Self-Employed,0,9999999.0,64895,0.37,806,6,3,1
CUST_04453,60,female,Bachelor,Unemployed,3,46253.0,64658,0.76,318,4,5,1
CUST_05680,32,Female,masters,Unemployed,16,50751.0,6254,0.17,656,6,5,0
CUST_01127,41,Female,BACHELOR,salaried,29,,83084,0.61,722,1,9,0
CUST_07938,63,male,phd,Unemployed,5,78631.0,45068,0.33,469,3,13,1
CUST_05331,32,,masters,Unemployed,22,47757.0,51815,0.12,379,5,1,0
CUST_04974,,Female,masters,self employed,15,32845.0,25469,0.37,812,8,8,1
CUST_08492,69,female,Bachelor,SELF-EMPLOYED,23,49503.0,86335,0.41,835,3,1,0
CUST_05727,61,,Bachelor,SELF-EMPLOYED,25,36561.0,74191,0.37,399,8,9,1
CUST_07216,50,F,Bachelor,SELF-EMPLOYED,27,,13190,0.87,540,1,3,1
CUST_05457,39,female,masters,salaried,3,27454.0,59654,0.33,550,9,0,0
CUST_01561,34,Male,Master,salaried,9,68034.0,21067,0.58,756,2,4,0
CUST_06204,57,,masters,,28,54416.0,50487,0.53,731,9,13,0
CUST_03231,41,,High School,Unemployed,1,24620.0,71771,0.75,533,9,1,0
CUST_07182,55,Female,,SELF-EMPLOYED,21,63468.0,93732,0.65,587,4,13,1
CUST_05681,54,male,high school,Self-Employed,2,46959.0,9286,0.12,438,1,3,1
CUST_03689,43,Male,masters,SELF-EMPLOYED,8,58227.0,9174,0.29,309,4,4,1
CUST_09639,48,male,high school,,16,53072.0,83596,0.54,304,6,5,0
CUST_09226,53,F,Bachelor,salaried,8,72778.0,84561,0.5,606,4,14,1
CUST_09657,54,Male,high school,self employed,3,24722.0,20730,0.73,329,3,11,1
CUST_08744,68,Male,masters,self employed,20,37343.0,80967,0.18,824,2,13,0
CUST_05545,45,Female,phd,Salaried,23,39960.0,64125,0.64,834,9,4,1
CUST_06414,69,Female,Master,self employed,14,33925.0,17921,0.27,715,3,10,0
CUST_09569,39,female,masters,SELF-EMPLOYED,17,,18576,,385,1,9,0
CUST_08413,65,female,phd,salaried,20,71512.0,11364,0.79,802,4,10,0
CUST_02425,54,M,Bachelor,self employed,23,,72967,0.76,417,5,4,1
CUST_07780,23,M,phd,,0,31953.0,42519,0.12,681,3,3,0
CUST_01392,,female,phd,salaried,13,41934.0,9888,0.54,575,1,1,0
CUST_03873,36,F,high school,,4,75385.0,76678,0.5,665,6,0,0
CUST_05011,,Female,Master,SELF-EMPLOYED,17,45671.0,10807,0.43,656,1,14,0
CUST_02770,40,,High School,SELF-EMPLOYED,11,48732.0,41110,0.33,792,9,14,1
CUST_03485,50,Female,high school,Self-Employed,,57658.0,52818,0.82,707,9,9,0
CUST_06520,67,F,Bachelor,SELF-EMPLOYED,25,37220.0,77769,0.73,560,4,12,1
CUST_00017,39,F,high school,self employed,18,62075.0,5036,0.59,311,7,9,1
CUST_01770,41,M,masters,salaried,22,35011.0,45499,0.52,326,2,8,1
CUST_01888,,female,,Self-Employed,29,,71944,0.62,468,6,7,1
CUST_01642,48,F,Bachelor,,3,72393.0,68730,0.33,517,0,13,1
CUST_00132,52,female,masters,salaried,29,51532.0,85773,0.54,812,4,13,0
CUST_05028,43,Male,Bachelor,self employed,,54366.0,93894,0.72,513,1,9,1
CUST_02407,19,F,high school,Unemployed,,49688.0,27027,0.81,423,3,4,1
CUST_08106,30,,Bachelor,,6,40747.0,13637,0.35,724,0,14,0
CUST_01095,29,male,,SELF-EMPLOYED,24,62461.0,57584,0.35,442,8,7,1
CUST_03328,68,female,High School,salaried,17,62458.0,98566,0.87,689,2,3,0
CUST_04089,57,Male,phd,self employed,7,79589.0,26441,0.23,648,7,0,0
CUST_00527,38,F,High School,self employed,28,72370.0,32039,0.42,511,2,4,0
CUST_08887,19,Female,,salaried,13,51878.0,93180,,472,1,9,1
CUST_02002,41,,High School,salaried,27,53605.0,32492,0.16,743,4,12,0
CUST_03753,62,M,masters,SELF-EMPLOYED,22,26644.0,97421,,785,1,12,1
CUST_00168,32,F,Master,,,64581.0,84396,0.26,773,9,13,0
CUST_08891,32,M,PhD,Self-Employed,22,61268.0,9357,0.24,580,3,10,0
CUST_01919,29,Male,PhD,Unemployed,4,31861.0,7260,0.43,674,9,1,0
CUST_03885,66,male,Master,salaried,,53749.0,27451,0.75,450,8,13,1
CUST_08674,63,female,Master,Salaried,24,14578.0,84983,0.58,640,4,10,1
CUST_02199,31,male,Bachelor,SELF-EMPLOYED,21,74869.0,83700,0.13,407,0,12,1
CUST_06051,69,F,masters,self employed,3,52053.0,43554,0.23,649,4,9,0
CUST_02534,64,female,phd,Salaried,18,,26016,0.16,498,7,12,1
CUST_05156,22,Male,Master,salaried,8,62371.0,89679,0.18,700,6,1,0
CUST_08087,31,male,Master,Self-Employed,23,54821.0,88889,0.87,781,8,9,1
CUST_01298,18,Female,high school,SELF-EMPLOYED,12,69283.0,38435,0.78,768,7,2,1
CUST_08957,21,female,high school,Unemployed,2,59612.0,43548,0.69,546,5,3,1
CUST_01352,24,,High School,Unemployed,25,45564.0,8255,0.5,757,2,5,0
CUST_03187,60,M,BACHELOR,self employed,25,42750.0,32462,0.76,384,4,11,1
CUST_07634,58,male,Bachelor,Self-Employed,,59714.0,42448,,,0,14,1
CUST_01287,39,M,,Salaried,12,58768.0,69102,0.23,666,6,10,0
CUST_02236,27,female,masters,Unemployed,27,33190.0,70318,0.13,324,0,7,0
CUST_06594,65,male,BACHELOR,Unemployed,,73422.0,30483,0.42,795,5,2,0
CUST_03039,30,Female,high school,Self-Employed,24,73422.0,37668,0.15,651,4,11,0
CUST_04187,21,,PhD,self employed,15,64496.0,73004,0.66,341,8,7,1
CUST_02013,37,Female,phd,salaried,16,39224.0,80592,,385,2,3,0
CUST_09542,20,male,High School,Self-Employed,29,41443.0,90841,0.49,,5,8,0
CUST_09738,66,Male,masters,salaried,8,86579.0,27161,0.1,677,5,12,0
CUST_04522,,Female,masters,Unemployed,14,62470.0,74318,0.13,539,8,8,0
CUST_02405,31,female,high school,Self-Employed,0,70945.0,89293,0.4,760,6,6,0
CUST_03037,41,M,masters,,13,59353.0,53095,0.77,450,1,6,1
CUST_02147,46,female,Master,Unemployed,13,56450.0,30618,0.65,338,6,0,1
CUST_06296,22,Male,,,8,42765.0,21820,0.16,820,3,1,0
CUST_06923,21,M,PhD,self employed,16,38756.0,96154,0.43,,2,9,1
CUST_06904,26,M,phd,self employed,,36879.0,19744,0.51,635,8,10,0
CUST_00449,42,male,phd,SELF-EMPLOYED,16,44901.0,19060,0.6,516,4,6,1
CUST_04802,,male,phd,SELF-EMPLOYED,15,34403.0,23251,0.23,486,8,13,1
CUST_05216,27,M,Bachelor,,27,41997.0,37616,0.53,304,0,13,1
CUST_00810,66,male,BACHELOR,Salaried,25,56632.0,31817,0.46,697,9,4,0
CUST_02818,39,,masters,,0,67837.0,23356,0.31,304,4,7,0
CUST_06713,28,female,BACHELOR,self employed,24,67347.0,46918,0.37,334,1,3,1
CUST_05153,63,Male,masters,Self-Employed,7,40095.0,33130,,616,7,3,0
CUST_04439,43,,Master,self employed,11,41877.0,68849,0.76,395,2,12,1
CUST_07248,,Female,high school,,,89193.0,48266,0.48,435,5,4,1
CUST_06513,18,Female,masters,,1,36178.0,46920,0.13,416,5,11,0
CUST_08254,36,Male,,self employed,20,41729.0,96119,0.84,490,3,6,0
CUST_08653,,,Bachelor,Unemployed,9,68077.0,71494,0.58,663,2,10,1
CUST_01477,68,Male,BACHELOR,SELF-EMPLOYED,,20016.0,81827,0.77,521,7,10,1
CUST_01790,,Female,Bachelor,self employed,,57380.0,28071,0.41,816,9,5,0
CUST_02008,47,male,masters,,1,70216.0,66987,0.74,419,4,8,1
CUST_00682,30,male,PhD,Self-Employed,18,50629.0,74764,0.88,778,6,14,0
CUST_03544,23,female,Master,,9,66609.0,20329,0.36,611,6,13,0
CUST_06482,,female,Bachelor,Self-Employed,19,45466.0,39880,0.77,592,4,2,0
CUST_04224,60,,masters,,,65179.0,47736,0.11,839,7,14,0
CUST_00057,64,Male,phd,SELF-EMPLOYED,26,21998.0,11406,0.56,847,6,2,0
CUST_04067,46,Male,high school,Salaried,22,61196.0,5645,0.37,822,5,5,0
CUST_04280,58,M,PhD,Self-Employed,1,63420.0,74248,0.59,,9,0,0
CUST_02358,26,female,,Salaried,4,63764.0,56194,0.42,793,5,13,0
CUST_09335,25,Male,Bachelor,self employed,10,42771.0,94183,0.44,600,5,13,1
CUST_00046,56,female,,self employed,26,24188.0,55354,0.71,659,6,14,0
CUST_00030,66,female,,,13,66542.0,17583,0.45,588,2,10,0
CUST_04695,66,Male,Master,self employed,13,65063.0,90838,,693,2,3,0
CUST_04801,18,,Bachelor,Self-Employed,4,34487.0,31228,0.13,788,6,7,1
CUST_01468,41,F,,Salaried,22,105599.0,9186,0.66,684,1,14,1
CUST_01665,56,F,Bachelor,SELF-EMPLOYED,6,33642.0,45059,0.87,749,7,7,0
CUST_01416,51,F,BACHELOR,,8,43064.0,12025,0.42,,9,12,1
CUST_04253,38,Male,Bachelor,Unemployed,15,,60808,0.28,797,5,14,0
CUST_06211,52,Male,,salaried,11,53268.0,56236,0.71,353,7,8,1
CUST_08857,69,Male,high school,self employed,17,12620.0,13483,0.22,469,8,14,0
CUST_07480,26,F,BACHELOR,Self-Employed,1,60415.0,55684,0.64,771,5,10,0
CUST_04053,49,female,Bachelor,Unemployed,19,49024.0,42719,0.4,320,1,1,0
